Year,TotalTDFDistance,Stage
2009,3460,Stage 16 : Martigny > Bourg Saint Maurice
2010,3642,Stage 7 : Tournus > Station des Rousses
2010,3642,Prologue : Rotterdam > Rotterdam
2010,3642,Stage 1 : Rotterdam > Bruxelles
2010,3642,Stage 2 : Bruxelles > Spa
2010,3642,Stage 3 : Wanze > Arenberg Porte du Hainaut
2010,3642,Stage 4 : Cambrai > Reims
2010,3642,Stage 5 : Épernay > Montargis
2010,3642,Stage 6 : Montargis > Gueugnon
2010,3642,Stage 8 : Station des Rousses > Morzine
2010,3642,Stage 9 : Morzine > Saint-Jean-de-Maurienne
2010,3642,Stage 20 : Longjumeau > Paris Champs-Élysées
2010,3642,Stage 19 : Bordeaux > Pauillac
2010,3642,Stage 18 : Salies-de-Béarn > Bordeaux
2010,3642,Stage 17 : Pau > Col du Tourmalet
2010,3642,Stage 16 : Bagnères-de-Luchon > Pau
2010,3642,Stage 10 : Chambéry > Gap
2010,3642,Stage 14 : Revel > Ax 3 Domaines
2010,3642,Stage 13 : Rodez > Revel
2010,3642,Stage 12 : Bourg-de-Péage > Mende
2010,3642,Stage 11 : Sisteron > Bourg-lès-Valence
2010,3642,Stage 15 : Pamiers > Bagnères-de-Luchon
2011,3630,Stage 9 : Issoire > Saint-Flour
2011,3630,Stage 1 : Passage du Gois > Mont des Alouettes
2011,3630,Stage 2 : Les Essarts > Les Essarts
2011,3630,Stage 3 : Olonne-sur-Mer > Redon
2011,3630,Stage 4 : Lorient > Mûr-de-Bretagne Guerlédan
2011,3630,Stage 5 : Carhaix > Cap Fréhel
2011,3630,Stage 6 : Dinan > Lisieux
2011,3630,Stage 7 : Le Mans > Chateauroux
2011,3630,Stage 8 : Aigurande > Super-Besse Sancy
2011,3630,Stage 11 : Blaye-les-Mines > Lavaur
2011,3630,Stage 14 : Saint Gaudens > plateau_de_beille
2011,3630,Stage 12 : Cugnaux > Luz-Ardiden
2011,3630,Stage 13 : Pau > Lourdes
2011,3630,Stage 15 : Limoux > Montpellier
2011,3630,Stage 16 : Saint-Paul -Trois-Châteaux > Gap
2011,3630,Stage 17 : Gap > Pinerolo
2011,3630,Stage 18 : Pinerolo > Galibier Serre-Chevalier
2011,3630,Stage 19 : Modane Valfréjus > L'Alpe-d'Huez
2011,3630,Stage 20 : Grenoble > Grenoble
2011,3630,Stage 21 : Créteil > Paris Champs-Élysées
2011,3630,Stage 10 : Aurillac > Carmaux
2012,3497,Stage 5 : Rouen > St-Quentin
2012,3497,Stage 7 : Tomblaine > La Planche des Belles Filles
2012,3497,Stage 6 : Épernay > Metz
2012,3497,Stage 4 : Abbeville > Rouen
2012,3497,Stage 8 : Belfort > Porrentruy
2012,3497,Stage 2 : Visé > Tournai
2012,3497,Stage 1 : Liège > Seraing
2012,3497,Prologue : Liège > Liège
2012,3497,Stage 3 : Orchies > Boulogne-sur-Mer
2012,3497,Stage 9 : Arc-et-Senans > Besançon
2012,3497,Stage 20 : Rambouillet > Paris Champs-Élysées
2012,3497,Stage 11 : Albertville > La Toussuire
2012,3497,Stage 19 : Bonneval > Chartres
2012,3497,Stage 18 : Blagnac > Brive-la-Gaillarde
2012,3497,Stage 17 : Bagnères-de-Luchon > Peyragudes
2012,3497,Stage 16 : Pau > Bagnères-de-Luchon
2012,3497,Stage 10 : Macon > Bellegarde-sur-Valserine
2012,3497,Stage 14 : Limoux > Foix
2012,3497,Stage 13 : Saint-Paul -Trois-Châteaux > Le Cap d'Agde
2012,3497,Stage 12 : Saint-Jean-de-Maurienne > Annonay Davézieux
2012,3497,Stage 15 : Samatan > Pau
2013,3404,Stage 8 : Castres > Ax 3 Domaines
2013,3404,Stage 1 : porto_vecchio > Bastia
2013,3404,Stage 2 : Bastia > Ajaccio
2013,3404,Stage 3 : Ajaccio > Calvi
2013,3404,Stage 4 : Nice > Nice
2013,3404,Stage 5 : Cagnes-sur-Mer > Marseille
2013,3404,Stage 6 : Aix en Provence > Montpellier
2013,3404,Stage 7 : Montpellier > Albi
2013,3404,Stage 9 : Saint-Girons > Bagnères-de-Bigorre
2013,3404,Stage 10 : Saint-Gildas-des-Bois > Saint-Malo
2013,3404,Stage 21 : Versailles > Paris Champs-Élysées
2013,3404,Stage 12 : Fougères > Tours
2013,3404,Stage 13 : Tours > Saint-Amand-Montrond
2013,3404,Stage 14 : Saint-Pourçain-sur-Sioule > Lyon
2013,3404,Stage 15 : Givors > Mont Ventoux
2013,3404,Stage 16 : Vaison-la-Romaine > Gap
2013,3404,Stage 17 : Embrun > Chorges
2013,3404,Stage 18 : Gap > Alpe d'Huez
2013,3404,Stage 19 : Bourg-d'Oisans > le_grand_bornand
2013,3404,Stage 20 : Annecy > Annecy - Semnoz
2013,3404,Stage 11 : Avranches > Mont-Saint-Michel
2014,3659,Stage 8 : Tomblaine > Gérardmer
2014,3659,Stage 7 : Épernay > Nancy
2014,3659,Stage 6 : Arras Citadelle > Reims
2014,3659,Stage 5 : Ypres > Arenberg Porte du Hainaut
2014,3659,Stage 9 : Gérardmer > Mulhouse
2014,3659,Stage 3 : Cambridge > Londres
2014,3659,Stage 2 : York > Sheffield
2014,3659,Stage 1 : Leeds > Harrogate
2014,3659,Stage 4 : Le Touquet-Paris-Plage > Lille
2014,3659,Stage 10 : Mulhouse > La Planche des Belles Filles
2014,3659,Stage 21 : Evry > Paris Champs-Élysées
2014,3659,Stage 12 : Bourg-en-Bresse > Saint-Etienne
2014,3659,Stage 13 : Saint-Etienne > Chamrousse
2014,3659,Stage 14 : Grenoble > Risoul
2014,3659,Stage 15 : Tallard > Nimes
2014,3659,Stage 16 : Carcassonne > Bagnères-de-Luchon
2014,3659,Stage 17 : Saint Gaudens > Saint-Lary-Soulan Col du Portet
2014,3659,Stage 18 : Pau > Hautacam
2014,3659,Stage 19 : Maubourguet Pays du Val d'Adour > Bergerac
2014,3659,Stage 20 : Bergerac > Périgueux
2014,3659,Stage 11 : Besançon > Oyonnax
2015,3354,Stage 8 : Rennes > Mûr-de-Bretagne Guerlédan
2015,3354,Stage 7 : Livarot > Fougères
2015,3354,Stage 9 : Vannes > Plumelec
2015,3354,Stage 6 : Abbeville > Le Havre
2015,3354,Stage 1 : Utrecht > Utrecht
2015,3354,Stage 4 : Seraing > Cambrai
2015,3354,Stage 3 : Anvers > Huy
2015,3354,Stage 2 : Utrecht > Zélande
2015,3354,Stage 5 : Arras Communauté Urbaine > Amiens
2015,3354,Stage 10 : Tarbes > La Pierre-Saint-Martin
2015,3354,Stage 15 : Mende > Valence
2015,3354,Stage 12 : Lannemezan > plateau_de_beille
2015,3354,Stage 21 : Sèvres - Grand Paris Seine Ouest > Paris Champs-Élysées
2015,3354,Stage 20 : Modane Valfréjus > Alpe d'Huez
2015,3354,Stage 19 : Saint-Jean-de-Maurienne > La Toussuire
2015,3354,Stage 18 : Gap > Saint-Jean-de-Maurienne
2015,3354,Stage 11 : Pau > Cauterets
2015,3354,Stage 16 : Bourg-de-Péage > Gap
2015,3354,Stage 14 : Rodez > Mende
2015,3354,Stage 13 : Muret > Rodez
2015,3354,Stage 17 : Digne-les-Bains > Pra Loup
2016,3525,Stage 8 : Pau > Bagnères-de-Luchon
2016,3525,Stage 1 : Mont-Saint-Michel > Utah Beach Sainte-Marie-du-Mont
2016,3525,Stage 2 : Saint-Lô > Cherbourg-en-Cotentin
2016,3525,Stage 3 : Granville > Angers
2016,3525,Stage 4 : Saumur > Limoges
2016,3525,Stage 5 : Limoges > Le Lioran
2016,3525,Stage 6 : Arpajon-sur-Cère > Montauban
2016,3525,Stage 7 : L'Isle-Jourdain > Lac de Payolle
2016,3525,Stage 9 : Vielha Val d'Aran > Andorre
2016,3525,Stage 10 : Escaldes-Engordany > Revel
2016,3525,Stage 21 : Chantilly > Paris Champs-Élysées
2016,3525,Stage 12 : Montpellier > Mont Ventoux
2016,3525,Stage 13 : Bourg-Saint-Andéol > La Caverne du Pont-d'Arc
2016,3525,Stage 14 : Montélimar > Villars-les-Dombes Parc des Oiseaux
2016,3525,Stage 15 : Bourg-en-Bresse > Culoz
2016,3525,Stage 16 : Moirans-en-Montagne > Berne
2016,3525,Stage 17 : Berne > Finhaut-Emosson
2016,3525,Stage 18 : Sallanches > Megève
2016,3525,Stage 19 : Albertville > Saint-Gervais Mont Blanc
2016,3525,Stage 20 : Megève > Morzine
2016,3525,Stage 11 : Carcassonne > Montpellier
2017,3540,Stage 8 : Dôle > Station des Rousses
2017,3540,Stage 7 : Troyes > Nuits-Saint-Georges
2017,3540,Stage 6 : Vesoul > Troyes
2017,3540,Stage 5 : Vittel > La Planche des Belles Filles
2017,3540,Stage 9 : Nantua > Chambéry
2017,3540,Stage 3 : Verviers > Longwy
2017,3540,Stage 2 : Düsseldorf > Liège
2017,3540,Stage 1 : Düsseldorf > Düsseldorf
2017,3540,Stage 4 : Mondorf-les-Bains > Vittel
2017,3540,Stage 10 : Périgueux > Bergerac
2017,3540,Stage 21 : Montgeron > Paris Champs-Élysées
2017,3540,Stage 12 : Pau > Peyragudes
2017,3540,Stage 13 : Saint-Girons > Foix
2017,3540,Stage 14 : Blagnac > Rodez
2017,3540,Stage 15 : Laissac-Sévérac l'Église > Le Puy-en-Velay
2017,3540,Stage 16 : Le Puy-en-Velay > Romans-sur-Isère
2017,3540,Stage 17 : La Mure > Serre-Chevalier
2017,3540,Stage 18 : Briançon > Izoard
2017,3540,Stage 19 : Embrun > Salon-de-Provence
2017,3540,Stage 20 : Marseille > Marseille
2017,3540,Stage 11 : Eymet > Pau
2018,3349,Stage 8 : Dreux > Amiens
2018,3349,Stage 7 : Fougères > Chartres
2018,3349,Stage 6 : Brest > Mûr-de-Bretagne Guerlédan
2018,3349,Stage 1 : Noirmoutier-en-l'Île > Fontenay-le-Comte
2018,3349,Stage 4 : La Baule > Sarzeau
2018,3349,Stage 3 : Cholet > Cholet
2018,3349,Stage 2 : Mouilleron-Saint-Germain > La Roche-sur-Yon
2018,3349,Stage 9 : Arras Citadelle > Roubaix
2018,3349,Stage 10 : Annecy > Le Grand-Bornand
2018,3349,Stage 5 : Lorient > Quimper
2018,3349,Stage 12 : Bourg-Saint-Maurice Les Arcs > Alpe d'Huez
2018,3349,Stage 21 : Houilles > Paris Champs-Élysées
2018,3349,Stage 20 : Saint-Pée-sur-Nivelle > Espelette
2018,3349,Stage 19 : Lourdes > Laruns
2018,3349,Stage 18 : Trie-sur-Baïse > Pau
2018,3349,Stage 11 : Albertville > La Rosière Espace San Bernardo
2018,3349,Stage 16 : Carcassonne > Bagnères-de-Luchon
2018,3349,Stage 15 : Millau > Carcassonne
2018,3349,Stage 14 : Saint-Paul-Trois-Châteaux > Mende
2018,3349,Stage 13 : Bourg d'Oisans > Valence
2018,3349,Stage 17 : Bagnères-de-Luchon > Saint-Lary-Soulan Col du Portet
2019,3366,Stage 9 : Saint-Étienne > Brioude
2019,3366,Stage 1 : Bruxelles > Brussel
2019,3366,Stage 2 : Bruxelles Palais Royal > Brussel Atomium
2019,3366,Stage 3 : Binche > Épernay
2019,3366,Stage 4 : Reims > Nancy
2019,3366,Stage 5 : Saint-Dié-des-Vosges > Colmar
2019,3366,Stage 6 : Mulhouse > La Planche des Belles Filles
2019,3366,Stage 7 : Belfort > Chalon-sur-Saône
2019,3366,Stage 8 : Mâcon > Saint-Étienne
2019,3366,Stage 10 : Saint-Flour > Albi
2019,3366,Stage 11 : Albi > Toulouse
2019,3366,Stage 12 : Toulouse > Bagnères-de-Bigorre
2019,3366,Stage 13 : Pau > Pau
2019,3366,Stage 14 : Tarbes > Tourmalet Barèges
2019,3366,Stage 15 : Limoux > Foix Prat d'Albis
2019,3366,Stage 16 : Nîmes > Nîmes
2019,3366,Stage 17 : Pont du Gard > Gap
2019,3366,Stage 18 : Embrun > Valloire
2019,3366,Stage 19 : Saint-Jean-de-Maurienne > Tignes
2019,3366,Stage 20 : Albertville > Val Thorens
2019,3366,Stage 21 : Rambouillet > Paris Champs-Élysées
2020,3483,Stage 8 : Cazères-sur-Garonne > Loudenvielle
2020,3483,Stage 7 : Millau > Lavaur
2020,3483,Stage 6 : Le Teil > Mont Aigoual
2020,3483,Stage 1 : Nice Moyen Pays > Nice
2020,3483,Stage 4 : Sisteron > Orcières-Merlette
2020,3483,Stage 3 : Nice > Sisteron
2020,3483,Stage 2 : Nice Haut Pays > Nice
2020,3483,Stage 9 : Pau > Laruns
2020,3483,Stage 5 : Gap > Privas
2020,3483,Stage 10 : Île d'Oléron Le Château-d'Oléron > Île de Ré Saint-Martin-de-Ré
2020,3483,Stage 16 : La Tour-du-Pin > Villard-de-Lans
2020,3483,Stage 12 : Chauvigny > Sarran Corrèze
2020,3483,Stage 13 : Châtel-Guyon > Puy Mary Cantal
2020,3483,Stage 14 : Clermont-Ferrand > Lyon
2020,3483,Stage 15 : Lyon > Grand Colombier
2020,3483,Stage 17 : Grenoble > Méribel Col de la Loze
2020,3483,Stage 18 : Méribel > La Roche-sur-Foron
2020,3483,Stage 19 : Bourg-en-Bresse > Champagnole
2020,3483,Stage 20 : Lure > La Planche des Belles Filles
2020,3483,Stage 21 : Mantes-la-Jolie > Paris Champs-Élysées
2020,3483,Stage 11 : Châtelaillon-Plage > Poitiers
2021,3383,Stage 8 : Oyonnax > Le Grand-Bornand
2021,3383,Stage 7 : Vierzon > Le Creusot
2021,3383,Stage 6 : Tours > Châteauroux
2021,3383,Stage 2 : Perros-Guirec > Mûr-de-Bretagne Guerlédan
2021,3383,Stage 4 : Redon > Fougères
2021,3383,Stage 3 : Lorient > Pontivy
2021,3383,Stage 9 : Cluses > Tignes
2021,3383,Stage 5 : Changé > Laval Espace Mayenne
2021,3383,Stage 10 : Albertville > Valence
2021,3383,Stage 15 : Céret > Andorre-la-Vieille
2021,3383,Stage 12 : Saint-Paul-Trois-Châteaux > Nîmes
2021,3383,Stage 13 : Nîmes > Carcassonne
2021,3383,Stage 14 : Carcassonne > Quillan
2021,3383,Stage 16 : Pas de la Case > Saint-Gaudens
2021,3383,Stage 17 : Muret > Saint-Lary-Soulan Col du Portet
2021,3383,Stage 18 : Pau > Luz Ardiden
2021,3383,Stage 19 : Mourenx > Libourne
2021,3383,Stage 20 : Libourne > Saint-Emilion
2021,3383,Stage 21 : Chatou > Paris Champs-Élysées
2021,3383,Stage 11 : Sorgues > Malaucène
2021,3383,Stage 1 : Brest > Landerneau
