Year,TotalTDFDistance,Stage
1969,4117,Prologue : Roubaix > Roubaix
1969,4117,Stage 3 : Maastricht > Charleville-Mézières
1969,4117,Stage 2 : Woluwé-Saint-Pierre > Maastricht
1969,4117,Stage 1.2 : Woluwé-Saint-Pierre > Woluwé-Saint-Pierre
1969,4117,Stage 1.1 : Roubaix > Woluwé-Saint-Pierre
1969,4117,Stage 9 : Thonon > Chamonix
1969,4117,Stage 4 : Charleville-Mézières > Nancy
1969,4117,Stage 10 : Chamonix > Briançon
1969,4117,Stage 7 : Belfort > Divonne
1969,4117,Stage 12 : Digne-les-Bains > Aubagne
1969,4117,Stage 11 : Briançon > Digne-les-Bains
1969,4117,Stage 22.2 : Créteil > Paris
1969,4117,Stage 21 : Clermont-Ferrand > Montargis
1969,4117,Stage 20 : Brive-la-Gaillarde > Puy-de-Dôme
1969,4117,Stage 19 : Libourne > Brive-la-Gaillarde
1969,4117,Stage 22.1 : Montargis > Créteil
1969,4117,Stage 17 : Luchon > Mourenx
1969,4117,Stage 16 : Castelnaudary > Luchon
1969,4117,Stage 15 : Revel > Revel
1969,4117,Stage 14 : La Grande-Motte > Revel
1969,4117,Stage 13 : Aubagne > La Grande-Motte
1969,4117,Stage 18 : Mourenx > Bordeaux
1970,4254,Stage 12 : Thonon > Grenoble
1970,4254,Stage 7.1 : Valenciennes > Forest
1970,4254,Stage 7.2 : Forest > Forest
1970,4254,Stage 8 : Ciney > Feldsberg
1970,4254,Stage 9 : Sarrelouis > Mulhouse
1970,4254,Stage 10 : Belfort > Divonne
1970,4254,Stage 11.1 : Divonne > Divonne
1970,4254,Stage 11.2 : Divonne > Thonon
1970,4254,Stage 13 : Grenoble > Gap
1970,4254,Stage 20.1 : Mourenx > Bordeaux
1970,4254,Stage 15 : Carpentras > Montpellier
1970,4254,Stage 16 : Montpellier > Toulouse
1970,4254,Stage 17 : Toulouse > Saint Gaudens
1970,4254,Stage 18 : Saint Gaudens > La Mongie
1970,4254,Stage 19 : Bagnères-de-Bigorre > Mourenx
1970,4254,Stage 20.2 : Bordeaux > Bordeaux
1970,4254,Stage 21 : Ruffec > Tours
1970,4254,Stage 22 : Tours > Versailles
1970,4254,Stage 23 : Versailles > Paris
1970,4254,Stage 14 : Gap > Mont Ventoux
1970,4254,Stage 6 : Amiens > Valenciennes
1970,4254,Stage 5.2 : Rouen > Amiens
1970,4254,Stage 4 : Rennes > Lisieux
1970,4254,Stage 3.2 : Angers > Rennes
1970,4254,Stage 3.1 : Angers > Angers
1970,4254,Stage 2 : La Rochelle > Angers
1970,4254,Stage 1 : Limoges > La Rochelle
1970,4254,Prologue : Limoges > Limoges
1970,4254,Stage 5.1 : Lisieux > Rouen
1971,3608,Stage 6.1 : Roubaix > Amiens
1971,3608,Stage 5 : Dinant > Roubaix
1971,3608,Stage 4 : Nancy > Marche en Famenne
1971,3608,Stage 3 : Strasbourg > Nancy
1971,3608,Stage 1.1 : Mulhouse > Bâle
1971,3608,Stage 1.3 : Fribourg > Mulhouse
1971,3608,Stage 1.2 : Bâle > Fribourg
1971,3608,Stage 7 : Rungis > Nevers
1971,3608,Prologue : Mulhouse > Mulhouse
1971,3608,Stage 2 : Mulhouse > Strasbourg
1971,3608,Stage 8 : Nevers > Puy-de-Dôme
1971,3608,Stage 6.2 : Amiens > Le Touquet-Paris-Plage
1971,3608,Stage 10 : Saint-Etienne > Grenoble
1971,3608,Stage 9 : Clermont-Ferrand > Saint-Etienne
1971,3608,Stage 19 : Blois > Versailles
1971,3608,Stage 18 : Bordeaux > Poitiers
1971,3608,Stage 17 : Mont de Marsan > Bordeaux
1971,3608,Stage 16.2 : Gourette > Pau
1971,3608,Stage 16.1 : Luchon > Gourette
1971,3608,Stage 20 : Versailles > Paris
1971,3608,Stage 14 : Revel > Luchon
1971,3608,Stage 13 : Albi > Albi
1971,3608,Stage 12 : Orcières-Merlette > Marseille
1971,3608,Stage 11 : Grenoble > Orcières-Merlette
1971,3608,Stage 15 : Luchon > Superbagnères
1972,3846,Stage 7 : Bayonne > Pau
1972,3846,Stage 6 : Bordeaux > Bayonne
1972,3846,Stage 5.2 : Bordeaux > Bordeaux
1972,3846,Stage 5.1 : Royan > Bordeaux
1972,3846,Stage 4 : Merlin-Plage > Royan
1972,3846,Stage 3.1 : Pornichet > Saint-Jean-de-Monts
1972,3846,Stage 2 : Saint-Brieuc > La Baule
1972,3846,Stage 1 : Angers > Saint-Brieuc
1972,3846,Prologue : Angers > Angers
1972,3846,Stage 8 : Pau > Luchon
1972,3846,Stage 3.2 : Merlin-Plage > Merlin-Plage
1972,3846,Stage 9 : Luchon > Colomiers
1972,3846,Stage 18 : Vesoul > Auxerre
1972,3846,Stage 11 : Carnon > Mont Ventoux
1972,3846,Stage 10 : Castres > La Grande-Motte
1972,3846,Stage 20.1 : Versailles > Versailles
1972,3846,Stage 19 : Auxerre > Versailles
1972,3846,Stage 17 : Pontarlier > Ballon d'Alsace
1972,3846,Stage 16 : Aix-les-Bains > Pontarlier
1972,3846,Stage 20.2 : Versailles > Paris
1972,3846,Stage 14.2 : Valloire > Aix-les-Bains
1972,3846,Stage 14.1 : Briançon > Valloire
1972,3846,Stage 13 : Orcières-Merlette > Briançon
1972,3846,Stage 12 : Carpentras > Orcières-Merlette
1972,3846,Stage 15 : Aix-les-Bains > Mont Revard
1973,4090,Stage 7.2 : Gaillard > Méribel
1973,4090,Stage 7.1 : Divonne > Gaillard
1973,4090,Stage 5 : Nancy > Mulhouse
1973,4090,Stage 4 : Reims > Nancy
1973,4090,Stage 3 : Roubaix > Reims
1973,4090,Stage 2.1 : Saint-Nicolas > Saint-Nicolas
1973,4090,Stage 1.2 : Rotterdam > Saint-Nicolas
1973,4090,Stage 1.1 : Scheveningen > Rotterdam
1973,4090,Prologue : Scheveningen > Scheveningen
1973,4090,Stage 8 : Moûtiers > Les Orres
1973,4090,Stage 2.2 : Saint-Nicolas > Roubaix
1973,4090,Stage 9 : Embrun > Nice
1973,4090,Stage 6 : Belfort > Divonne
1973,4090,Stage 11 : Montpellier > Argelès
1973,4090,Stage 10 : Nice > Aubagne
1973,4090,Stage 19 : Bourges > Versailles
1973,4090,Stage 18 : Brive-la-Gaillarde > Puy-de-Dôme
1973,4090,Stage 17 : Sainte-Foy-la-Grande > Brive-la-Gaillarde
1973,4090,Stage 16.2 : Bordeaux > Bordeaux
1973,4090,Stage 16.1 : Fleurance > Bordeaux
1973,4090,Stage 20.1 : Versailles > Versailles
1973,4090,Stage 14 : Luchon > Pau
1973,4090,Stage 20.2 : Versailles > Paris
1973,4090,Stage 13 : Bourg-Madame > Luchon
1973,4090,Stage 12.2 : Thuir > Pyrénées 2000
1973,4090,Stage 12.1 : Perpignan > Thuir
1973,4090,Stage 15 : Pau > Fleurance
1974,4098,Stage 8.2 : Chaumont > Besançon
1974,4098,Stage 8.1 : Chalons-sur-Marne > Chaumont
1974,4098,Stage 7 : Mons > Chalons-sur-Marne
1974,4098,Stage 6.2 : Harelbeke > Harelbeke
1974,4098,Stage 6.1 : Dieppe > Harelbeke
1974,4098,Stage 3 : Morlaix > Saint-Malo
1974,4098,Stage 4 : Saint-Malo > Caen
1974,4098,Stage 2 : Plymouth > Plymouth
1974,4098,Stage 1 : Brest > Saint-Pol de Léon
1974,4098,Stage 9 : Besançon > Gaillard
1974,4098,Stage 5 : Caen > Dieppe
1974,4098,Stage 10 : Gaillard > Aix-les-Bains
1974,4098,Prologue : Brest > Brest
1974,4098,Stage 12 : Savines > Orange
1974,4098,Stage 21.2 : Orléans > Orléans
1974,4098,Stage 21.1 : Vouvray > Orléans
1974,4098,Stage 20 : Saint-Gilles-Croix-de-Vie > Nantes
1974,4098,Stage 19.2 : Bordeaux > Bordeaux
1974,4098,Stage 19.1 : Pau > Bordeaux
1974,4098,Stage 22 : Orléans > Paris
1974,4098,Stage 17 : Saint-Lary-Soulan Col du Portet > Col du Tourmalet
1974,4098,Stage 18 : Bagnères-de-Bigorre > Pau
1974,4098,Stage 13 : Avignon > Montpellier
1974,4098,Stage 11 : Aix-les-Bains > Serre-Chevalier
1974,4098,Stage 15 : Colomiers > Seo de Urgel
1974,4098,Stage 16 : Seo de Urgel > Saint-Lary-Soulan Col du Portet
1974,4098,Stage 14 : Lodève > Colomiers
1975,4000,Stage 9.2 : Fleurance > Auch
1975,4000,Prologue : Charleroi > Charleroi
1975,4000,Stage 1.1 : Charleroi > Molenbeek
1975,4000,Stage 1.2 : Molenbeek > Roubaix
1975,4000,Stage 3 : Amiens > Versailles
1975,4000,Stage 4 : Versailles > Le Mans
1975,4000,Stage 5 : Sablé > Merlin-Plage
1975,4000,Stage 6 : Merlin-Plage > Merlin-Plage
1975,4000,Stage 7 : Saint-Gilles-Croix-de-Vie > Angoulême
1975,4000,Stage 8 : Angoulême > Bordeaux
1975,4000,Stage 9.1 : Langon > Fleurance
1975,4000,Stage 2 : Roubaix > Amiens
1975,4000,Stage 10 : Auch > Pau
1975,4000,Stage 12 : Tarbes > Albi
1975,4000,Stage 11 : Pau > Saint-Lary-Soulan Col du Portet
1975,4000,Stage 22 : Paris > Paris
1975,4000,Stage 21 : Melun > Senlis
1975,4000,Stage 19 : Thonon > Chalon-sur-Saône
1975,4000,Stage 18 : Morzine > Châtel
1975,4000,Stage 20 : Pouilly-en-Auxois > Melun
1975,4000,Stage 16 : Barcelonnette > Serre-Chevalier
1975,4000,Stage 15 : Nice > Pra Loup
1975,4000,Stage 14 : Aurillac > Puy-de-Dôme
1975,4000,Stage 13 : Albi > Super-Lioran
1975,4000,Stage 17 : Valloire > Avoriaz
1976,4017,Stage 6 : Bastogne > Nancy
1976,4017,Stage 9 : Divonne > L'Alpe-d'Huez
1976,4017,Stage 8 : Beaulieu > Divonne
1976,4017,Stage 7 : Nancy > Mulhouse
1976,4017,Stage 5.2 : Louvain > Verviers
1976,4017,Prologue : Merlin-Plage > Saint-Jean-de-Monts
1976,4017,Stage 4 : Le Touquet-Paris-Plage > Bornem
1976,4017,Stage 3 : Le Touquet-Paris-Plage > Le Touquet-Paris-Plage
1976,4017,Stage 2 : Angers > Caen
1976,4017,Stage 1 : Merlin-Plage > Angers
1976,4017,Stage 10 : Bourg-d'Oisans > Montgenèvre
1976,4017,Stage 5.1 : Louvain > Louvain
1976,4017,Stage 11 : Montgenèvre > Manosque
1976,4017,Stage 20 : Tulle > Puy-de-Dôme
1976,4017,Stage 13 : Font Romeu > Saint Gaudens
1976,4017,Stage 22.1 : Versailles > Paris
1976,4017,Stage 21 : Montargis > Versailles
1976,4017,Stage 22.2 : Paris > Paris
1976,4017,Stage 19 : Sainte-Foy-la-Grande > Tulle
1976,4017,Stage 18.3 : Lacanau > Bordeaux
1976,4017,Stage 12 : Port Barcarès > Pyrénées 2000
1976,4017,Stage 18.1 : Auch > Langon
1976,4017,Stage 17 : Fleurance > Auch
1976,4017,Stage 16 : Pau > Fleurance
1976,4017,Stage 15 : Saint-Lary-Soulan Col du Portet > Pau
1976,4017,Stage 14 : Saint Gaudens > Saint-Lary-Soulan Col du Portet
1976,4017,Stage 18.2 : Langon > Lacanau
1977,4096,Stage 8 : Angers > Lorient
1977,4096,Stage 7.2 : Angers > Angers
1977,4096,Stage 7.1 : Jaunay-Clan > Angers
1977,4096,Stage 6 : Bordeaux > Limoges
1977,4096,Stage 5.2 : Bordeaux > Bordeaux
1977,4096,Stage 3 : Oloron > Vitoria
1977,4096,Stage 4 : Vitoria > Seignosse
1977,4096,Stage 2 : Auch > Pau
1977,4096,Stage 1 : Fleurance > Auch
1977,4096,Prologue : Fleurance > Fleurance
1977,4096,Stage 9 : Lorient > Rennes
1977,4096,Stage 5.1 : Morcenx > Bordeaux
1977,4096,Stage 10 : Bagnoles-de-l'Orne > Rouen
1977,4096,Stage 12 : Roubaix > Charleroi
1977,4096,Stage 22.1 : Versailles > Paris
1977,4096,Stage 22.2 : Paris > Paris
1977,4096,Stage 11 : Rouen > Roubaix
1977,4096,Stage 21 : Montereau > Versailles
1977,4096,Stage 20 : Dijon > Dijon
1977,4096,Stage 19 : Saint-Trivier > Dijon
1977,4096,Stage 17 : Chamonix > L'Alpe-d'Huez
1977,4096,Stage 18 : Voiron > Saint-Etienne
1977,4096,Stage 15.2 : Morzine > Avoriaz
1977,4096,Stage 15.1 : Thonon > Morzine
1977,4096,Stage 14 : Besançon > Thonon
1977,4096,Stage 13.2 : Altkirch > Besançon
1977,4096,Stage 13.1 : Charleroi > Fribourg
1977,4096,Stage 16 : Morzine > Chamonix
1978,3908,Stage 6 : Mazé-Montgeoffroy > Poitiers
1978,3908,Stage 8 : Saint-Emilion > Sainte-Foy-la-Grande
1978,3908,Stage 7 : Poitiers > Bordeaux
1978,3908,Stage 5 : Caen > Mazé-Montgeoffroy
1978,3908,Stage 9 : Bordeaux > Biarritz
1978,3908,Stage 3 : Saint-Amand-les-Eaux > Saint-Germain-en-Laye
1978,3908,Stage 2 : Bruxelles > Saint-Amand-les-Eaux
1978,3908,Stage 1.2 : Saint-Willebrord > Bruxelles
1978,3908,Prologue : Leiden > Leiden
1978,3908,Stage 4 : Evreux > Caen
1978,3908,Stage 10 : Biarritz > Pau
1978,3908,Stage 1.1 : Leiden > Saint-Willebrord
1978,3908,Stage 12.1 : Tarbes > Valence d'Agen
1978,3908,Stage 11 : Pau > Saint-Lary-Soulan Col du Portet
1978,3908,Stage 21 : Épernay > Senlis
1978,3908,Stage 20 : Metz > Nancy
1978,3908,Stage 19 : Lausanne > Belfort
1978,3908,Stage 18 : Morzine > Lausanne
1978,3908,Stage 22 : Saint-Germain-en-Laye > Paris
1978,3908,Stage 16 : Saint-Etienne > L'Alpe-d'Huez
1978,3908,Stage 15 : Saint-Dier-d'Auvergne > Saint-Etienne
1978,3908,Stage 14 : Besse-en-Ch. > Puy-de-Dôme
1978,3908,Stage 13 : Figeac > Superbesse
1978,3908,Stage 12.2 : Valence d'Agen > Toulouse
1978,3908,Stage 17 : Grenoble > Morzine
1979,3765,Stage 9 : Amiens > Roubaix
1979,3765,Stage 8 : Deauville > Le Havre
1979,3765,Stage 7 : Saint-Hilaire du Harcouët > Deauville
1979,3765,Stage 6 : Angers > Saint-Brieuc
1979,3765,Stage 3 : Luchon > Pau
1979,3765,Stage 4 : Captieux > Bordeaux
1979,3765,Stage 2 : Luchon > Superbagnères
1979,3765,Stage 1 : Fleurance > Luchon
1979,3765,Stage 10 : Roubaix > Bruxelles
1979,3765,Stage 5 : Neuville-de-Poitou > Angers
1979,3765,Stage 11 : Bruxelles > Bruxelles
1979,3765,Prologue : Fleurance > Fleurance
1979,3765,Stage 13 : Metz > Ballon d'Alsace
1979,3765,Stage 24 : Le Perreux > Paris
1979,3765,Stage 23 : Auxerre > Nogent-sur-Marne
1979,3765,Stage 22 : Dijon > Auxerre
1979,3765,Stage 21 : Dijon > Dijon
1979,3765,Stage 20 : Saint-Priest > Dijon
1979,3765,Stage 12 : Rochefort > Metz
1979,3765,Stage 18 : L'Alpe-d'Huez > L'Alpe-d'Huez
1979,3765,Stage 17 : Les Menuires > L'Alpe-d'Huez
1979,3765,Stage 16 : Morzine > Les Menuires
1979,3765,Stage 15 : Evian-les-Bains > Avoriaz
1979,3765,Stage 14 : Belfort > Evian-les-Bains
1979,3765,Stage 19 : Bourg-d'Oisans > Saint-Priest
1980,3842,Stage 8 : Flers > Saint-Malo
1980,3842,Stage 7.2 : Beauvais > Rouen
1980,3842,Stage 7.1 : Compiègne > Beauvais
1980,3842,Stage 6 : Lille > Compiègne
1980,3842,Stage 5 : Liège > Lille
1980,3842,Stage 2 : Francfort > Metz
1980,3842,Stage 3 : Metz > Liège
1980,3842,Stage 1.2 : Wiesbaden > Francfort
1980,3842,Stage 1.1 : Francfort > Wiesbaden
1980,3842,Stage 9 : Saint-Malo > Nantes
1980,3842,Stage 4 : Liège > Spa
1980,3842,Prologue : Francfort > Francfort
1980,3842,Stage 10 : Rochefort > Bordeaux
1980,3842,Stage 12 : Agen > Pau
1980,3842,Stage 13 : Pau > Luchon
1980,3842,Stage 14 : Lézignan-Corbières > Montpellier
1980,3842,Stage 15 : Montpellier > Martigues
1980,3842,Stage 16 : Trets > Pra Loup
1980,3842,Stage 17 : Serre-Chevalier > Morzine
1980,3842,Stage 18 : Morzine > Prapoutel
1980,3842,Stage 19 : Voreppe > Saint-Etienne
1980,3842,Stage 20 : Saint-Etienne > Saint-Etienne
1980,3842,Stage 21 : Auxerre > Fontenay-sous-Bois
1980,3842,Stage 22 : Fontenay-sous-Bois > Paris
1980,3842,Stage 11 : Damazan > Laplume
1981,3753,Stage 8 : Rochefort > Nantes
1981,3753,Stage 7 : Pau > Bordeaux
1981,3753,Stage 6 : Nay > Pau
1981,3753,Stage 5 : Saint Gaudens > Saint-Lary-Soulan Col du Portet
1981,3753,Prologue : Nice > Nice
1981,3753,Stage 3 : Martigues > Narbonne
1981,3753,Stage 2 : Nice > Martigues
1981,3753,Stage 1.2 : Nice > Antibes
1981,3753,Stage 9 : Nantes > Le Mans
1981,3753,Stage 4 : Narbonne > Carcassonne
1981,3753,Stage 10 : Le Mans > Aulnay-sous-Bois
1981,3753,Stage 1.1 : Nice > Nice
1981,3753,Stage 12.1 : Roubaix > Bruxelles
1981,3753,Stage 11 : Compiègne > Roubaix
1981,3753,Stage 21 : Auxerre > Fontenay-sous-Bois
1981,3753,Stage 20 : Saint-Priest > Saint-Priest
1981,3753,Stage 19 : Veurey > Saint-Priest
1981,3753,Stage 18 : L'Alpe-d'Huez > Le Pleynet
1981,3753,Stage 22 : Fontenay-sous-Bois > Paris
1981,3753,Stage 16 : Thonon > Morzine
1981,3753,Stage 15 : Besançon > Thonon
1981,3753,Stage 14 : Hasselt > Mulhouse
1981,3753,Stage 13 : Beringen > Hasselt
1981,3753,Stage 12.2 : Bruxelles > Zolder
1981,3753,Stage 17 : Morzine > L'Alpe-d'Huez
1982,3507,Stage 9.1 : Lorient > Plumelec
1982,3507,Stage 1 : Mohlin > Mohlin
1982,3507,Stage 2 : Bâle > Nancy
1982,3507,Stage 3 : Nancy > Longwy
1982,3507,Stage 4 : Beauraing > Mouscron
1982,3507,Stage 5 : Orchies > Fontaine-au-Pire
1982,3507,Stage 6 : Lille > Lille
1982,3507,Stage 7 : Cancale > Concarneau
1982,3507,Stage 8 : Concarneau > Chateaulin
1982,3507,Stage 9.2 : Plumelec > Nantes
1982,3507,Prologue : Bâle > Bâle
1982,3507,Stage 11 : Bordeaux > Valence d'Agen
1982,3507,Stage 21 : Fontenay-sous-Bois > Paris
1982,3507,Stage 20 : Sens > Aulnay-sous-Bois
1982,3507,Stage 19 : Saint-Priest > Saint-Priest
1982,3507,Stage 18 : Morzine > Saint-Priest
1982,3507,Stage 17 : Bourg-d'Oisans > Morzine
1982,3507,Stage 10 : Saintes > Bordeaux
1982,3507,Stage 15 : Manosque > Orcières-Merlette
1982,3507,Stage 14 : Martigues > Martigues
1982,3507,Stage 13 : Pau > Saint-Lary-Soulan Col du Portet
1982,3507,Stage 12 : Fleurance > Pau
1982,3507,Stage 16 : Orcières-Merlette > L'Alpe-d'Huez
1983,3809,Stage 10 : Pau > Luchon
1983,3809,Stage 1 : Nogent-sur-Marne > Créteil
1983,3809,Stage 2 : Soissons > Fontaine-au-Pire
1983,3809,Stage 3 : Valenciennes > Roubaix
1983,3809,Stage 4 : Roubaix > Le Havre
1983,3809,Stage 5 : Le Havre > Le Mans
1983,3809,Stage 6 : Châteaubriant > Nantes
1983,3809,Stage 7 : Nantes > Ile d'Oléron
1983,3809,Stage 8 : La Rochelle > Bordeaux
1983,3809,Stage 9 : Bordeaux > Pau
1983,3809,Prologue : Fontenay-sous-Bois > Fontenay-sous-Bois
1983,3809,Stage 11 : Luchon > Fleurance
1983,3809,Stage 13 : Roquefort > Aurillac
1983,3809,Stage 14 : Aurillac > Issoire
1983,3809,Stage 15 : Clermont-Ferrand > Puy-de-Dôme
1983,3809,Stage 16 : Issoire > Saint-Etienne
1983,3809,Stage 17 : La Tour du Pin > L'Alpe-d'Huez
1983,3809,Stage 18 : Bourg-d'Oisans > Morzine
1983,3809,Stage 19 : Morzine > Avoriaz
1983,3809,Stage 20 : Morzine > Dijon
1983,3809,Stage 21 : Dijon > Dijon
1983,3809,Stage 22 : Alfortville > Paris
1983,3809,Stage 12 : Fleurance > Roquefort
1984,4021,Stage 8 : Le Mans > Nantes
1984,4021,Stage 7 : Alençon > Le Mans
1984,4021,Stage 6 : Cergy-Pontoise > Alençon
1984,4021,Stage 5 : Béthune > Cergy-Pontoise
1984,4021,Stage 9 : Nantes > Bordeaux
1984,4021,Stage 3 : Louvroil > Valenciennes
1984,4021,Stage 2 : Bobigny > Louvroil
1984,4021,Stage 1 : Bondy > Saint-Denis
1984,4021,Prologue : Montreuil > Noisy-le-Sec
1984,4021,Stage 4 : Valenciennes > Béthune
1984,4021,Stage 11 : Pau > Guzet-Neige
1984,4021,Stage 10 : Langon > Pau
1984,4021,Stage 23 : Pantin > Paris
1984,4021,Stage 22 : Villié-Morgon > Villefranche-sur-Saône
1984,4021,Stage 21 : Crans-Montana > Villefranche-sur-Saône
1984,4021,Stage 20 : Morzine > Crans-Montana
1984,4021,Stage 19 : Aime (La Plagne) > Morzine
1984,4021,Stage 18 : Bourg-d'Oisans > La Plagne
1984,4021,Stage 12 : Saint-Girons > Blagnac
1984,4021,Stage 16 : Les Echelles > La Ruchère
1984,4021,Stage 15 : Domaine du Rouret > Grenoble
1984,4021,Stage 14 : Rodez > Domaine du Rouret
1984,4021,Stage 13 : Blagnac > Rodez
1984,4021,Stage 17 : Grenoble > L'Alpe-d'Huez
1985,4109,Stage 10 : Epinal > Pontarlier
1985,4109,Prologue : Plumelec > Plumelec
1985,4109,Stage 1 : Vannes > Lanester
1985,4109,Stage 2 : Lorient > Vitré
1985,4109,Stage 4 : Fougères > Pont-Audemer
1985,4109,Stage 5 : Neufchatel-en-Bray > Roubaix
1985,4109,Stage 6 : Roubaix > Reims
1985,4109,Stage 7 : Reims > Nancy
1985,4109,Stage 8 : Sarrebourg > Strasbourg
1985,4109,Stage 9 : Strasbourg > Epinal
1985,4109,Stage 11 : Pontarlier > Avoriaz
1985,4109,Stage 3 : Vitré > Fougères
1985,4109,Stage 13 : Lans-en-Vercors > Villard-de-Lans
1985,4109,Stage 12 : Morzine > Lans-en-Vercors
1985,4109,Stage 21 : Limoges > Lac de Vassivière
1985,4109,Stage 20 : Montpon-Monesterol > Limoges
